Timestamp,Address,q_w,q_x,q_y,q_z
1803110419.1332006,d4-ca-6e-f1-77-45,0.006621768232434988,0.9639403820037842,-0.26157882809638977,0.04849307984113693
1803143759.8000007,d4-ca-6e-f1-77-45,0.006592171266674995,0.9639306664466858,-0.2616134285926819,0.048503998667001724
1803160430.1334007,d4-ca-6e-f1-77-45,0.006582652684301138,0.9639641046524048,-0.2614896893501282,0.0485076904296875
1803227111.4670007,d4-ca-6e-f1-77-45,0.006547749508172274,0.9639392495155334,-0.2615760862827301,0.048542771488428116
1803260452.1338007,d4-ca-6e-f1-77-45,0.006535980384796858,0.9639415740966797,-0.2615663409233093,0.04854954779148102
1803293792.8006008,d4-ca-6e-f1-77-45,0.006478254683315754,0.9640901684761047,-0.2610172927379608,0.04856126382946968
1803310463.1340008,d4-ca-6e-f1-77-45,0.006450082175433636,0.9640995264053345,-0.26098060607910156,0.04857628047466278
1803343803.8008008,d4-ca-6e-f1-77-45,0.006427014712244272,0.964080810546875,-0.2610456049442291,0.04860198125243187
1803410485.1344008,d4-ca-6e-f1-77-45,0.006427330896258354,0.9636924862861633,-0.2624709904193878,0.048624780029058456
1803443825.8012009,d4-ca-6e-f1-77-45,0.0064112339168787,0.9636205434799194,-0.2627350389957428,0.04862811043858528
1803460496.1346009,d4-ca-6e-f1-77-45,0.0063970922492444515,0.9636528491973877,-0.2626149356365204,0.048637207597494125
1803493836.801401,d4-ca-6e-f1-77-45,0.00634972658008337,0.9638150334358215,-0.2620171308517456,0.048654165118932724
1803527177.468201,d4-ca-6e-f1-77-45,0.006313546560704708,0.9638100266456604,-0.26203453540802,0.04866570606827736
1803593858.801801,d4-ca-6e-f1-77-45,0.006298995576798916,0.9637274742126465,-0.26233193278312683,0.04869954288005829
1803610529.135201,d4-ca-6e-f1-77-45,0.006288950331509113,0.9637332558631897,-0.2623090147972107,0.04870915412902832
1803643869.802001,d4-ca-6e-f1-77-45,0.006231623236089945,0.963873565196991,-0.26179084181785583,0.048728473484516144
1803677210.468801,d4-ca-6e-f1-77-45,0.006226933095604181,0.963854968547821,-0.2618565261363983,0.04874657094478607
1803710551.135601,d4-ca-6e-f1-77-45,0.0062254308722913265,0.9638398289680481,-0.2619096636772156,0.048760585486888885
1803760562.135801,d4-ca-6e-f1-77-45,0.006171755492687225,0.9639630913734436,-0.2614549696445465,0.04876944422721863
1803793902.802601,d4-ca-6e-f1-77-45,0.00613276707008481,0.9640806317329407,-0.2610204517841339,0.0487774983048439
1803827243.4694011,d4-ca-6e-f1-77-45,0.006098195910453796,0.9641181826591492,-0.26088055968284607,0.04878850653767586
1803860584.1362011,d4-ca-6e-f1-77-45,0.0060776397585868835,0.9641463160514832,-0.26077646017074585,0.04879212751984596
1803893924.8030012,d4-ca-6e-f1-77-45,0.006095726974308491,0.9639581441879272,-0.261470228433609,0.04879523441195488
1803943935.8032012,d4-ca-6e-f1-77-45,0.0060389284044504166,0.9641147255897522,-0.2608933746814728,0.04879588633775711
1803977276.4700012,d4-ca-6e-f1-77-45,0.006005186587572098,0.9641872048377991,-0.260623037815094,0.04881025478243828
1804010617.1368012,d4-ca-6e-f1-77-45,0.007602603640407324,0.9641708135604858,-0.26078537106513977,0.04804019629955292
1804043957.8036013,d4-ca-6e-f1-77-45,0.007593432907015085,0.9642702341079712,-0.2604184150695801,0.04803638905286789
1804060628.1370013,d4-ca-6e-f1-77-45,0.007583674509078264,0.9643226265907288,-0.2602248787879944,0.04803648963570595
1804127309.4706013,d4-ca-6e-f1-77-45,0.007599220611155033,0.9643192291259766,-0.2602386474609375,0.04802549630403519
1804160650.1374013,d4-ca-6e-f1-77-45,0.007600117474794388,0.9642607569694519,-0.26045534014701843,0.048027459532022476
1804193990.8042014,d4-ca-6e-f1-77-45,0.007593441754579544,0.9642466902732849,-0.26050853729248047,0.04802097752690315
1804210661.1376014,d4-ca-6e-f1-77-45,0.007596455514431,0.964219868183136,-0.26060864329338074,0.0480169802904129
1804244001.8044014,d4-ca-6e-f1-77-45,0.00760644068941474,0.964144229888916,-0.26089027523994446,0.04800444841384888
1804310683.1380014,d4-ca-6e-f1-77-45,0.007637720555067062,0.9639618396759033,-0.2615699768066406,0.04796396195888519
1804344023.8048015,d4-ca-6e-f1-77-45,0.007626713253557682,0.9640185236930847,-0.2613629698753357,0.047954440116882324
1804360694.1382015,d4-ca-6e-f1-77-45,0.007631788030266762,0.9640186429023743,-0.26136526465415955,0.04793955758213997
1804394034.8050015,d4-ca-6e-f1-77-45,0.007630906533449888,0.9640560746192932,-0.2612287998199463,0.047929272055625916
1804427375.4718015,d4-ca-6e-f1-77-45,0.007608889602124691,0.9640772938728333,-0.2611546218395233,0.04790947958827019
1804494056.8054016,d4-ca-6e-f1-77-45,0.007641703821718693,0.9639953970909119,-0.2614588141441345,0.047894187271595
1804510727.1388016,d4-ca-6e-f1-77-45,0.007646722719073296,0.9639948010444641,-0.26146069169044495,0.04789384827017784
1804544067.8056016,d4-ca-6e-f1-77-45,0.00764748128131032,0.9640113711357117,-0.2614035904407501,0.04787479341030121
1804577408.4724016,d4-ca-6e-f1-77-45,0.007669505197554827,0.9639922380447388,-0.261473685503006,0.047873515635728836
1804610749.1392016,d4-ca-6e-f1-77-45,0.007667664438486099,0.9639995694160461,-0.2614496350288391,0.04785639047622681
1804660760.1394017,d4-ca-6e-f1-77-45,0.007668126840144396,0.963973879814148,-0.2615475058555603,0.04783795773983002
